498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,488,478,468,458,448,438,428,418,408,398,388,378,368,358,348,338,328,318,308,298,288,278,268,258,248,239,230,221,212,203,194,185,176,167,159,151,143,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,138,140,143,146,150,154,159,164,169,175,181,188,195,202,210,218,226,234,243,252,261,270,279,288,297,306,315,324,333,342,351,360,369,378,387,396,405,414,423,432,441,450,459,468,477,486,495,504,513,522,531,540,549,558,566,574,582,590,597,604,611,617,623,628,633,638,642,646,649,652,654,656,657,658,658,658,658,658,657,656,654,652,649,646,642,638,634,629,624,618,612,606,599,592,585,577,569,561,552,543,534,525,516,507,498,489,480,470,461,452,443,434,425,416,407,398,389,381,373,365,358,351,344,338,332,326,321,316,312,308,304,301,298,296,294,293,292,292,292,292,292,293,294,296,298,301,304,308,312,317,322,327,333,339,346,353,360,368,376,384,392,401,410,419,428,437,446,455,464,473,482,491,500,509,518,527,535,543,551,559,566,573,580,586,592,597,602,607,611,615,618,621,623,625,626,627,627,627,627,627,626,625,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,497,496,494,492,489,486,482,478,473,468,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,453,444,435,426,417,409,401,393,385,378,371,364,358,352,347,342,337,333,329,326,323,321,319,318,317,317,317,317,317,318,319,321,323,326,329,332,335,338,341,343,345,346,347,347,347,347,347,346,345,343,341,338,335,331,327,322,317,312,306,300,293,286,279,271,263,255,247,238,229,220,211,202,193,184,175,166,157,148,139,130,121,112,103,94,85,77,69,61,53,46,39,32,26,20,14,9,4,0,-4,-7,-10,-12,-14,-15,-16,-16,-16,-16,-16,-16,-15,-14,-12,-10,-7,-4,0,4,9,14,20,26,32,39,46,53,61,69,77,85,94,103,112,121,130,139,148,157,166,175,184,193,202,211,220,229,238,247,255,263,271,279,286,293,300,306,312,317,322,327,331,335,338,341,343,345,346,347,347,348,349,351,353,356,359,363,367,372,377,382,388,394,401,408,415,423,431,439,447,456,465,474,483,492,501,510,519,528,537,546,555,564,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,

0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.3,0.35,0.39999999999999997,0.44999999999999996,0.49999999999999994,0.5499999999999999,0.6,0.65,0.7000000000000001,0.7500000000000001,0.8000000000000002,0.8500000000000002,0.9000000000000002,0.9500000000000003,1.0000000000000002,1.0500000000000003,1.1000000000000003,1.1500000000000004,1.2000000000000004,1.2500000000000004,1.3000000000000005,1.3500000000000005,1.4000000000000006,1.4500000000000006,1.5000000000000007,1.5500000000000007,1.6000000000000008,1.6500000000000008,1.7000000000000008,1.7500000000000009,1.800000000000001,1.850000000000001,1.900000000000001,1.950000000000001,2.000000000000001,2.0500000000000007,2.1000000000000005,2.1500000000000004,2.2,2.25,2.3,2.3499999999999996,2.3999999999999995,2.4499999999999993,2.499999999999999,2.549999999999999,2.5999999999999988,2.6499999999999986,2.6999999999999984,2.7499999999999982,2.799999999999998,2.849999999999998,2.8999999999999977,2.9499999999999975,2.9999999999999973,3.049999999999997,3.099999999999997,3.149999999999997,3.1999999999999966,3.2499999999999964,3.2999999999999963,3.349999999999996,3.399999999999996,3.4499999999999957,3.4999999999999956,3.4999999999999956,3.4999999999999956,3.4999999999999956,3.4499999999999957,3.399999999999996,3.349999999999996,3.2999999999999963,3.2499999999999964,3.1999999999999966,3.149999999999997,3.099999999999997,3.049999999999997,2.9999999999999973,2.9499999999999975,2.8999999999999977,2.849999999999998,2.799999999999998,2.7499999999999982,2.6999999999999984,2.6499999999999986,2.5999999999999988,2.549999999999999,2.499999999999999,2.4499999999999993,2.3999999999999995,2.3499999999999996,2.3,2.25,2.2,2.1500000000000004,2.1000000000000005,2.0500000000000007,2.000000000000001,1.9500000000000008,1.9000000000000008,1.8500000000000008,1.8000000000000007,1.7500000000000007,1.7000000000000006,1.6500000000000006,1.6000000000000005,1.5500000000000005,1.5000000000000004,1.4500000000000004,1.4000000000000004,1.3500000000000003,1.3000000000000003,1.2500000000000002,1.2000000000000002,1.1500000000000001,1.1,1.05,1.0,0.95,0.8999999999999999,0.8499999999999999,0.7999999999999998,0.7499999999999998,0.6999999999999997,0.6499999999999997,0.5999999999999996,0.5499999999999996,0.4999999999999996,0.4499999999999996,0.39999999999999963,0.34999999999999964,0.29999999999999966,0.24999999999999967,0.19999999999999968,0.1499999999999997,0.09999999999999969,0.049999999999999684,-3.191891195797325E-16,-0.05000000000000032,-0.10000000000000032,-0.15000000000000033,-0.20000000000000034,-0.25000000000000033,-0.3000000000000003,-0.3500000000000003,-0.4000000000000003,-0.4500000000000003,-0.5000000000000003,-0.5500000000000004,-0.6000000000000004,-0.6500000000000005,-0.7000000000000005,-0.7500000000000006,-0.8000000000000006,-0.8500000000000006,-0.9000000000000007,-0.9500000000000007,-1.0000000000000007,-1.0500000000000007,-1.1000000000000008,-1.1500000000000008,-1.2000000000000008,-1.2500000000000009,-1.300000000000001,-1.350000000000001,-1.400000000000001,-1.450000000000001,-1.500000000000001,-1.5500000000000012,-1.6000000000000012,-1.6500000000000012,-1.7000000000000013,-1.7500000000000013,-1.8000000000000014,-1.8500000000000014,-1.9000000000000015,-1.9500000000000015,-2.0000000000000013,-2.050000000000001,-2.100000000000001,-2.150000000000001,-2.2000000000000006,-2.2500000000000004,-2.3000000000000003,-2.35,-2.4,-2.4499999999999997,-2.4999999999999996,-2.5499999999999994,-2.599999999999999,-2.649999999999999,-2.699999999999999,-2.7499999999999987,-2.7999999999999985,-2.8499999999999983,-2.899999999999998,-2.949999999999998,-2.999999999999998,-3.0499999999999976,-2.999999999999998,-2.949999999999998,-2.899999999999998,-2.8499999999999983,-2.7999999999999985,-2.7499999999999987,-2.699999999999999,-2.649999999999999,-2.599999999999999,-2.5499999999999994,-2.4999999999999996,-2.4499999999999997,-2.4,-2.35,-2.3000000000000003,-2.2500000000000004,-2.2000000000000006,-2.150000000000001,-2.100000000000001,-2.050000000000001,-2.0000000000000013,-1.9500000000000013,-1.9000000000000012,-1.8500000000000012,-1.8000000000000012,-1.750000000000001,-1.700000000000001,-1.650000000000001,-1.600000000000001,-1.550000000000001,-1.5000000000000009,-1.4500000000000008,-1.4000000000000008,-1.3500000000000008,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,
